    "Content-UUID","URL","List-Option","List-Option-Definition","Unit-of-Measure","Related-Term","Related-Term-UUID","Sector","Updated-Date"
"fba0b1a1-9a74-46c9-b848-6504e91504cf","https://bedes.lbl.gov/node/fba0b1a1-9a74-46c9-b848-6504e91504cf","Extrapolated","Data value was estimated using extrapolation","N/A","Derivation Method","bf19d06e-7803-41c6-927f-87872c0beaf4","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"47ed5977-8ebd-4c19-bd1a-43c6908c3ec3","https://bedes.lbl.gov/node/47ed5977-8ebd-4c19-bd1a-43c6908c3ec3","F","degrees Fahrenheit","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"87122318-ae03-4fc8-a0de-a9f1b56c82d8","https://bedes.lbl.gov/node/87122318-ae03-4fc8-a0de-a9f1b56c82d8","F can","F-Can ballasts are contained within an insulated cans to reduce noise.","N/A","Ballast Type","61c6894b-e162-49ad-a440-56bc2fd6ea32","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"0670e591-076c-4bf2-96d9-5e4beccdb419","https://bedes.lbl.gov/node/0670e591-076c-4bf2-96d9-5e4beccdb419","FAA","Federal Aviation Administration","N/A","Weather Station Category","93778e60-f5c0-450e-bfee-f0ff60085678","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"2b4a6297-f42b-4c49-9ca3-2dd4305b9d11","https://bedes.lbl.gov/node/2b4a6297-f42b-4c49-9ca3-2dd4305b9d11","Facilitator","Project or process facilitator","N/A","Contact Label","7d3e348a-253b-44aa-8b01-2967133a0c0c","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"724043e1-cef0-4b93-99de-ee4b81a24b5a","https://bedes.lbl.gov/node/724043e1-cef0-4b93-99de-ee4b81a24b5a","Facility manager","Facility manager","N/A","Contact Label","7d3e348a-253b-44aa-8b01-2967133a0c0c","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"08d1ac1d-ce76-4ba5-bf94-8737e5f1a5e8","https://bedes.lbl.gov/node/08d1ac1d-ce76-4ba5-bf94-8737e5f1a5e8","Fair","Below average","N/A","Condition","c38f9cc1-b4fe-459f-a194-41188cc02e89","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"2deba3f0-7042-4ab6-bfc1-7ade09e45438","https://bedes.lbl.gov/node/2deba3f0-7042-4ab6-bfc1-7ade09e45438","Fall","Commonly used street suffix or abbreviations: Fl","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"4144449c-1921-434b-a965-01ab8aec7cd6","https://bedes.lbl.gov/node/4144449c-1921-434b-a965-01ab8aec7cd6","Fall","","n/a","Schedule Period","2478cdb5-3cef-4a07-afb5-60fc2799f7fe","","2019-11-26 17:19:17"
"7814fb9d-d41d-4838-b556-c7b45ecb6cb7","https://bedes.lbl.gov/node/7814fb9d-d41d-4838-b556-c7b45ecb6cb7","Falls","Commonly used street suffix or abbreviations: Fls","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"646e47c3-c7b5-4946-aa3e-fd7f2b62580c","https://bedes.lbl.gov/node/646e47c3-c7b5-4946-aa3e-fd7f2b62580c","False","The associated term is false","N/A","Boolean","abca8775-79cc-4cc8-aaea-e357aed4cde6","","2019-11-26 17:24:58"
"1f60d9ae-b008-4892-8f5a-f834863365e2","https://bedes.lbl.gov/node/1f60d9ae-b008-4892-8f5a-f834863365e2","Family household","A family consisting of two parents and children.","N/A","Occupant Type","9990e638-f884-446b-9218-c5855a7e7955","Residential","2019-11-26 17:19:17"
"51608cd9-dbec-48c9-a8c7-271f91eb3bf7","https://bedes.lbl.gov/node/51608cd9-dbec-48c9-a8c7-271f91eb3bf7","Fan","","N/A","Technology Component","ee3253a4-49a7-4bfc-9845-839d13faf9ec","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"d2a6dfa0-859a-4e23-af82-ea490b019a9a","https://bedes.lbl.gov/node/d2a6dfa0-859a-4e23-af82-ea490b019a9a","Fan coil 2 pipe","","N/A","Cooling Delivery Type","cb7a9b45-2100-4c6c-9d18-97bfdbc8e477","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"2532546a-2889-4416-b860-299a91935944","https://bedes.lbl.gov/node/2532546a-2889-4416-b860-299a91935944","Fan coil 2 pipe","","N/A","Heating Delivery Type","449464b3-25da-4a2a-beec-e7ab69aaf9cd","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"643e5be0-6127-46c1-bffd-470be7670798","https://bedes.lbl.gov/node/643e5be0-6127-46c1-bffd-470be7670798","Fan coil 4 pipe","","N/A","Cooling Delivery Type","cb7a9b45-2100-4c6c-9d18-97bfdbc8e477","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"6ed8137b-2bec-4b5d-b79f-15ab79322f63","https://bedes.lbl.gov/node/6ed8137b-2bec-4b5d-b79f-15ab79322f63","Fan coil 4 pipe","","N/A","Heating Delivery Type","449464b3-25da-4a2a-beec-e7ab69aaf9cd","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"4929cef8-ec9b-408b-a7e3-3baf0269cfe9","https://bedes.lbl.gov/node/4929cef8-ec9b-408b-a7e3-3baf0269cfe9","Fats oils grease","Fats oils grease","n/a","Waste Material","4573bd4c-2c97-4719-a3b7-add73e73e6c1","","2019-11-26 17:24:58"
"2cbdc357-577d-40a2-a2b7-0c57df0b9685","https://bedes.lbl.gov/node/2cbdc357-577d-40a2-a2b7-0c57df0b9685","Fax","","n/a","Telephone Number Label","a36b4cb4-6b96-4127-94df-38d007bc2a99","","2019-11-26 17:19:17"
"f6da5408-2d6c-4543-8d28-3c9c302cdb4f","https://bedes.lbl.gov/node/f6da5408-2d6c-4543-8d28-3c9c302cdb4f","Fax machine","A fax, or facsimile, machine whose primary functions are (1) to scan paper originals for electronic transmission to remote units, and (2) to receive electronic transmissions for conversion to paper output. A fax machine may also be capable of producing paper duplicates. Electronic transmission is primarily over a public telephone system, but may also be via a computer network or the Internet.","N/A","Imaging Equipment Type","edb260d5-fa4d-4b99-907c-6e05323d9076","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"bc86fbde-1570-4f2a-99d4-d0ad9164a9ed","https://bedes.lbl.gov/node/bc86fbde-1570-4f2a-99d4-d0ad9164a9ed","fc","foot-candles","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"1d32c525-ab75-479b-a425-9be8c045a5e6","https://bedes.lbl.gov/node/1d32c525-ab75-479b-a425-9be8c045a5e6","Federal government","Occupants are members or employees of the federal government.","N/A","Occupant Type","9990e638-f884-446b-9218-c5855a7e7955","Commercial","2019-11-26 17:07:16"
"40c1fcf6-ba84-48cc-ba00-6eb460a4b70f","https://bedes.lbl.gov/node/40c1fcf6-ba84-48cc-ba00-6eb460a4b70f","Federal government","The federal government owns the premises.","N/A","Ownership","24bd82d8-839c-4442-a939-457fae1d207d","Commercial, Multifamily","2019-11-26 17:07:14"
"207d4212-7597-4d52-a8d2-578bab99e1f0","https://bedes.lbl.gov/node/207d4212-7597-4d52-a8d2-578bab99e1f0","Federal real property","Federal real property identifier, required to designate a facility as a federal property in Portfolio Manager.","N/A","Identifier Label","224f52fa-2b57-4a3e-8956-2c94bd1996be","Commercial, Multifamily","2019-11-26 17:07:16"
"28a8a3c9-6482-475d-bd26-c60e2e01c216","https://bedes.lbl.gov/node/28a8a3c9-6482-475d-bd26-c60e2e01c216","Fee for service","Under a fee for service contract the owner of the asset (lessor Ð the contractor) owns the equipment and essentially rents it to the lessee for a fixed monthly fee.","N/A","Contracting Method","0139d0fb-6f1b-4720-b75f-7516181af411","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"40a7987b-1c2c-4db9-8cbe-43dc2213aec9","https://bedes.lbl.gov/node/40a7987b-1c2c-4db9-8cbe-43dc2213aec9","Felt","Weatherstripping material made from felt","N/A","Weatherstrip Description","d0dc1cd6-e818-4539-9686-2fe3ea0d5922","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"175e1a09-8b2b-4e06-8bc3-bb2081243df8","https://bedes.lbl.gov/node/175e1a09-8b2b-4e06-8bc3-bb2081243df8","FEMA","The premises is in a FEMA flood zone","N/A","Flood Zone","fc5e11e3-4d96-4b70-8985-8685dc38e657","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"dd55069c-0d14-400c-b313-bf473cad6617","https://bedes.lbl.gov/node/dd55069c-0d14-400c-b313-bf473cad6617","Female householder no spouse","A female parent with children and no spouse.","N/A","Occupant Type","9990e638-f884-446b-9218-c5855a7e7955","Residential","2019-11-26 17:19:17"
"d0dc6964-a871-4488-a68a-55a7b798a6c9","https://bedes.lbl.gov/node/d0dc6964-a871-4488-a68a-55a7b798a6c9","FEMP Designated","Federal agencies are required to procure energy-efficient products. The Federal Energy Management Program (FEMP) helps Federal purchasers comply with these requirements by identifying energy- and water-efficient products.","N/A","Equipment Rating","06427039-12b0-40b9-996f-5990cabd1c33","Commercial","2019-11-26 17:07:16"
"af859384-db7a-43e1-a9e0-74ada3204ab3","https://bedes.lbl.gov/node/af859384-db7a-43e1-a9e0-74ada3204ab3","Fenestration","","n/a","Opaque Surface Component","d18ab35e-fc1f-41b3-9c40-1a2dbece8063","","2019-11-26 17:19:17"
"94c7516f-0789-4e8f-a914-a5ad6ad54cef","https://bedes.lbl.gov/node/94c7516f-0789-4e8f-a914-a5ad6ad54cef","Fenestration","","n/a","Foundation Component","141a6da0-e9ba-48e5-906d-4481652de010","","2019-11-26 17:19:17"
"c7c52cc8-4f32-4351-9708-aabfecf73897","https://bedes.lbl.gov/node/c7c52cc8-4f32-4351-9708-aabfecf73897","Ferry","Commonly used street suffix or abbreviations: Frry, Fry","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"9489f125-6184-46a0-a79f-9a848462376b","https://bedes.lbl.gov/node/9489f125-6184-46a0-a79f-9a848462376b","Fiber cement","Fiber cement is a composite material made of sand, cement and cellulose fibers.","n/a","Finish","b896fde7-0300-4803-b13d-cb8004c4fb31","","2019-11-26 17:19:17"
"ada3486b-38e0-48f8-b629-965cb87f6561","https://bedes.lbl.gov/node/ada3486b-38e0-48f8-b629-965cb87f6561","Fiberboard","","N/A","Duct Type","a41b77a8-d6db-4a08-8667-9987ce987c37","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"0b011071-4a4b-4f54-b325-c28d013d7020","https://bedes.lbl.gov/node/0b011071-4a4b-4f54-b325-c28d013d7020","Fiberglass","A fenestration framing system composed of fiberglass","N/A","Fenestration Frame Material","94def164-4be5-4ffb-9603-b179d31d5e33","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"c088cb0a-1feb-4922-bb0f-17508df58da7","https://bedes.lbl.gov/node/c088cb0a-1feb-4922-bb0f-17508df58da7","Fiberglass","","N/A","Material","a80a1ea8-a2e3-4470-bf8e-3d69d22dfdb9","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"fa2aaac1-b4c9-4dec-84dd-c0e9a1d4059d","https://bedes.lbl.gov/node/fa2aaac1-b4c9-4dec-84dd-c0e9a1d4059d","Fidelity Index","Rf - Analogous to CIE Ra (CRI). Characterizes the average color shift of the 99 CES to characterize the overall level of similarity between the test source and reference illuminant. Values range from 0 to 100.","N/A","Lighting Characteristics","3b9d4b3c-411c-420e-bfcc-2a83bfbbed61","","2019-12-11 12:10:57"
"e1e05474-b6a7-4fec-9a3a-301060fd72f9","https://bedes.lbl.gov/node/e1e05474-b6a7-4fec-9a3a-301060fd72f9","Field","Commonly used street suffix or abbreviations: Fld","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"97e6f7e6-bd47-4e90-8590-b1036e51d59f","https://bedes.lbl.gov/node/97e6f7e6-bd47-4e90-8590-b1036e51d59f","Field angle","The angle between the two directions for which the intensity is 10% of the maximum intensity as measured in a plane through the nominal beam centerline. (ANSI/IES RP-16-10)","deg","Lighting Characteristics","3b9d4b3c-411c-420e-bfcc-2a83bfbbed61","Commercial, Residential, Multifamily","2019-12-11 12:18:52"
"89d1f367-f69d-4529-9b9d-51df4477c5ac","https://bedes.lbl.gov/node/89d1f367-f69d-4529-9b9d-51df4477c5ac","Fields","Commonly used street suffix or abbreviations: Flds","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"9cb049ed-3041-4fe9-8cb4-dee1271bb1df","https://bedes.lbl.gov/node/9cb049ed-3041-4fe9-8cb4-dee1271bb1df","Fill factor","The fill factor is the ratio of the actual maximum attainable power to the product of the open circuit voltage and short circuit current.","N/A","Efficiency Qualifier","0c7a8485-8b74-49a4-b063-6ce3ff0c6155","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"54cd7019-4c38-4ea7-9bb9-1bc14325af9a","https://bedes.lbl.gov/node/54cd7019-4c38-4ea7-9bb9-1bc14325af9a","Filter","","N/A","Technology Component","ee3253a4-49a7-4bfc-9845-839d13faf9ec","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"de723cf0-b6d4-4aa8-9938-6ced0bdcf513","https://bedes.lbl.gov/node/de723cf0-b6d4-4aa8-9938-6ced0bdcf513","Fin","A vertical element of a premises that projects perpendicularly from the face of a premises.","N/A","Shading System","b3328f93-5232-4ac1-93ef-ef06d5d008c8","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"26890257-28ba-417e-b4df-0396abf6ac7b","https://bedes.lbl.gov/node/26890257-28ba-417e-b4df-0396abf6ac7b","Final stage","The final assessment or application approval stage.","N/A","Assessment Recognition Status","07280759-7791-4d30-bcdb-4ba066222a70","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"ae6dd3e2-3e3b-495f-819a-3a85f2157c6d","https://bedes.lbl.gov/node/ae6dd3e2-3e3b-495f-819a-3a85f2157c6d","Financier","Contact information for the financier","N/A","Contact Label","7d3e348a-253b-44aa-8b01-2967133a0c0c","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"c597b466-518f-4b93-ba60-49e83929ed8b","https://bedes.lbl.gov/node/c597b466-518f-4b93-ba60-49e83929ed8b","Financing","The cost of financing for projects or measures that are funded over time through loans or alternative financing mechanisms","n/a","Cost Attribution","1e02cc73-b700-429e-a4af-db4d04eb3efc","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"25a496f2-c784-49cf-8599-93819379443a","https://bedes.lbl.gov/node/25a496f2-c784-49cf-8599-93819379443a","Finished","To be considered finished, the premises must meet three of the following criteria: be heated, have finished walls, have a finished ceiling (no exposed floor joists), and have a finished floor (painted concrete floors don't count).","N/A","Finished Status","d3649974-1a49-4f8c-af61-3bee0fe6a113","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"c63a43b3-9f8e-4c53-98ac-15948cc827f2","https://bedes.lbl.gov/node/c63a43b3-9f8e-4c53-98ac-15948cc827f2","Fireplace","","N/A","Heating Type","e2a69ad1-8ba8-4303-8f63-3f70d88d7553","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"ae552163-10a0-435a-a4a4-253f343e4c01","https://bedes.lbl.gov/node/ae552163-10a0-435a-a4a4-253f343e4c01","First cost","First or initial cost","n/a","Cost Attribution","1e02cc73-b700-429e-a4af-db4d04eb3efc","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"f6a681ac-0e41-46ae-867f-21f0dc992033","https://bedes.lbl.gov/node/f6a681ac-0e41-46ae-867f-21f0dc992033","First out","Under a Ôfirst outÕ contract the contractor is paid 100% of the energy savings until the project costs Ð including the contractor's profit Ð are fully paid. The exact duration of the contract will actually depend on the level of savings achieved: the greater the savings, the shorter the contract.","N/A","Contracting Method","0139d0fb-6f1b-4720-b75f-7516181af411","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"a39c4f74-7cfd-4b9e-93e4-0ff0585f272a","https://bedes.lbl.gov/node/a39c4f74-7cfd-4b9e-93e4-0ff0585f272a","Fitting","Specially manufactured fittings for different types of plumbing installations that penetrate surfaces.","N/A","Plumbing Penetration Sealing","c5a97560-3822-465d-9327-67611ab8fa9e","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"5f942cd1-1104-49b2-bd28-9b464b74f7ac","https://bedes.lbl.gov/node/5f942cd1-1104-49b2-bd28-9b464b74f7ac","Fixed","","N/A","Control Strategy","8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"d5296933-345d-440b-baf0-06f08f3ebdb3","https://bedes.lbl.gov/node/d5296933-345d-440b-baf0-06f08f3ebdb3","Fixed","Costs that remains more or less unchanged irrespective of the size of the measure or a project","n/a","Cost Attribution","1e02cc73-b700-429e-a4af-db4d04eb3efc","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"5e561315-ae89-4489-b742-54bcdc3b943d","https://bedes.lbl.gov/node/5e561315-ae89-4489-b742-54bcdc3b943d","Fixed film","Fixed Film Trickle Filtration is a process used to reduce Biological Oxygen Demand (BOD) and ammonia nitrogen levels. Trickling filters are composed of a bed of porous material (rocks, slag, plastic media, or any other medium with a high surface area and high permeability). Wastewater is distributed over the surface of the media, where it flows downward as a thin film over the media surface for aerobic treatment. The wastewater is then collected at the bottom through an under-drain system. The effluent is then settled by gravity to remove biological solids prior to being discharged.","N/A","Trickle Filtration Process","7ec98b62-ee6d-4f7d-be3e-328c9fa30efe","Commercial","2019-11-26 17:07:16"
"72fada47-5d14-4521-ab46-2f6e62283f90","https://bedes.lbl.gov/node/72fada47-5d14-4521-ab46-2f6e62283f90","Fixed monthly","The fixed charge or fee billed monthly regardless of consumption","n/a","Charge Rate","27d9b840-4b7b-4757-9036-bcf6cf145aa0","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"f95d2315-12ef-4956-be10-786e6ce2cef8","https://bedes.lbl.gov/node/f95d2315-12ef-4956-be10-786e6ce2cef8","FL","Florida","N/A","State","9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"c8b1916f-2e77-4149-9165-91df491d63a5","https://bedes.lbl.gov/node/c8b1916f-2e77-4149-9165-91df491d63a5","Flag Day","Flag Day of the United States is a holiday celebrated on June 14 to commemorate the adoption of the United States flag, though it is not federally observed.","N/A","Observed Holidays","a9fca749-0710-44aa-9a95-30101bcad908","Commercial","2019-11-26 17:07:16"
"0cd1f81a-798a-4173-83cc-f855d107d8ae","https://bedes.lbl.gov/node/0cd1f81a-798a-4173-83cc-f855d107d8ae","Flake","Flake: Flake ice machines produce ice continuously, usually in a barrel-shaped evaporator. An auger inside the evaporator scrapes ice off the sides into a storage bin.","N/A","Ice Machine","3f8a1534-e951-4190-a264-04ac908d026f","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"bf9dd98b-e061-404e-ad50-6fb0cdaa02e2","https://bedes.lbl.gov/node/bf9dd98b-e061-404e-ad50-6fb0cdaa02e2","Flash steam","Flash steam plants are the most common type of geothermal power generation plants in operation today. Fluid at temperatures greater than 360¡F (182¡C) is pumped under high pressure into a tank at the surface held at a much lower pressure, causing some of the fluid to rapidly vaporize, or ""flash."" The vapor then drives a turbine, which drives a generator. If any liquid remains in the tank, it can be flashed again in a second tank to extract even more energy.","N/A","Resource","ecaea4e4-495f-40c0-985a-de04a668c3bd","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"b24e4163-9fe4-4730-bc84-7fdb637be6a1","https://bedes.lbl.gov/node/b24e4163-9fe4-4730-bc84-7fdb637be6a1","Flashing","Metal or plastic flashing attached to the area where plumbing fixtures penetrate a surface.","N/A","Plumbing Penetration Sealing","c5a97560-3822-465d-9327-67611ab8fa9e","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"890630cb-9796-48cd-b457-5ea004dcf849","https://bedes.lbl.gov/node/890630cb-9796-48cd-b457-5ea004dcf849","Flat","The component has a tilt of zero.","N/A","Tilt Description","d0d9d2cf-b10f-473c-b897-73c971fe4faf","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"d0f4869d-6384-4664-bb9d-0968f966fe20","https://bedes.lbl.gov/node/d0f4869d-6384-4664-bb9d-0968f966fe20","Flat","A flat roof is a roof which is almost level in contrast to the many types of sloped roofs.","N/A","Roof Shape","adffe5cb-1940-4b3b-a3b3-9cf37aa7b227","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"f51a67ea-394d-4c4b-8599-49e7962b2016","https://bedes.lbl.gov/node/f51a67ea-394d-4c4b-8599-49e7962b2016","Flat","Commonly used street suffix or abbreviations: Flt","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"25861890-c5b4-488d-aa18-183d1fb82518","https://bedes.lbl.gov/node/25861890-c5b4-488d-aa18-183d1fb82518","Flat rate","A consumer will pay one flat rate no matter what the usage level is","N/A","Rate Structure","333ca515-5dda-4641-a12d-13380109b0f0","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"df92f004-3750-46fb-b153-d838088b07f4","https://bedes.lbl.gov/node/df92f004-3750-46fb-b153-d838088b07f4","Flats","Commonly used street suffix or abbreviations: Flts","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"873bd100-cb0c-4bd7-9fe2-4b95041a46f2","https://bedes.lbl.gov/node/873bd100-cb0c-4bd7-9fe2-4b95041a46f2","Flex","","N/A","Duct Type","a41b77a8-d6db-4a08-8667-9987ce987c37","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"5409e48b-30c7-4d43-96d4-da22aadb8df4","https://bedes.lbl.gov/node/5409e48b-30c7-4d43-96d4-da22aadb8df4","Flexible","","N/A","Duct Type","a41b77a8-d6db-4a08-8667-9987ce987c37","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"4a26d465-31e6-49b0-b090-e9afe35fa3e9","https://bedes.lbl.gov/node/4a26d465-31e6-49b0-b090-e9afe35fa3e9","Flicker","The impression of unsteadiness of visual perception induced by a light stimulus whose luminance or spectral distribution fluctuates with time. (CIE 17.443 e-ILV)","N/A","Lighting Characteristics","3b9d4b3c-411c-420e-bfcc-2a83bfbbed61","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"92f2092b-f2c3-4865-a22b-ef94195b2c3f","https://bedes.lbl.gov/node/92f2092b-f2c3-4865-a22b-ef94195b2c3f","Flicker index","A measure of the cyclic variation in output of a light source taking into account the waveform of the light output. It is the ratio of the area under the light output curve that is above the average light output level to the total area under the light output curve for a single cycle. (ANSI/IES RP-16-10)","N/A","Lighting Characteristics","3b9d4b3c-411c-420e-bfcc-2a83bfbbed61","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"26be1ea3-b64f-4c59-ad4f-63e226a9d9c0","https://bedes.lbl.gov/node/26be1ea3-b64f-4c59-ad4f-63e226a9d9c0","Floodlighting","A system designed for lighting a scene or object to a luminance greater than its surroundings. It may be for utility, advertising or decorative purposes.","N/A","Lighting Direction","9dcbc329-058a-482c-8e86-25f802c634f4","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"2e14ad3a-4972-4c85-a5b5-c4d49e76490d","https://bedes.lbl.gov/node/2e14ad3a-4972-4c85-a5b5-c4d49e76490d","Floor","","n/a","Attic Component","77d50160-f299-480f-afed-13e2f3a251df","","2019-11-26 17:19:17"
"ad1928cc-d319-4ac5-8a48-d626afeb8e56","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56","Floor","A horizontal (generally) construction in a premises that creates the base/bottom of an enclosed space. Use the Location term if needed to distinguish between Interior and Exterior floors.","N/A","Opaque Surface","686035b9-341d-490b-ad08-b5c192b701b1","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"b33e5c6f-c249-421b-aee0-e01de50cbd52","https://bedes.lbl.gov/node/b33e5c6f-c249-421b-aee0-e01de50cbd52","Floor","Common unit abbreviation: Fl. Can also be Level or Story","N/A","Subaddress Type","aeae978b-c81e-4318-b6af-8ac8da74dd51","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"9faff201-b000-41cf-9b8a-6955b6937eea","https://bedes.lbl.gov/node/9faff201-b000-41cf-9b8a-6955b6937eea","Floor","Stories or floors made up of spaces that are all on the same level.","N/A","Spatial Unit Type","d10f0c0b-7993-400e-bfe3-c0fb9a4ab2ad","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"715c099e-ad33-4b40-a5ed-07fe137b4ce8","https://bedes.lbl.gov/node/715c099e-ad33-4b40-a5ed-07fe137b4ce8","Floor to ceiling height","Floor height is measured from the top of the floor to the surface of the ceiling.","n/a","Floor Height Measurement","0e80b915-7bac-4c73-a38d-5d6a1589325a","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"8e1fbb02-1062-4a7f-a809-700a70fd8710","https://bedes.lbl.gov/node/8e1fbb02-1062-4a7f-a809-700a70fd8710","Floor to floor height","Floor height is measured from the top of the floor to the top of the floor above.","n/a","Floor Height Measurement","0e80b915-7bac-4c73-a38d-5d6a1589325a","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"d0834de9-75ae-4a4d-baa1-1fad7d451a32","https://bedes.lbl.gov/node/d0834de9-75ae-4a4d-baa1-1fad7d451a32","Flow per area","","N/A","Natural Ventilation Metric","4ae59a04-39e1-4faf-a256-9eceac581e55","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"b6be910c-c9f6-4f73-88c6-d177d9d519f5","https://bedes.lbl.gov/node/b6be910c-c9f6-4f73-88c6-d177d9d519f5","Flow per person","","N/A","Natural Ventilation Metric","4ae59a04-39e1-4faf-a256-9eceac581e55","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"c70e531b-c6cc-4a34-b124-ffaa42934d13","https://bedes.lbl.gov/node/c70e531b-c6cc-4a34-b124-ffaa42934d13","Flow per zone","","N/A","Natural Ventilation Metric","4ae59a04-39e1-4faf-a256-9eceac581e55","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"47ae5ba9-19cf-40c2-9f7d-42b70fcd5146","https://bedes.lbl.gov/node/47ae5ba9-19cf-40c2-9f7d-42b70fcd5146","Flow rate","","n/a","Setpoint Type","1ed1c00c-6525-4002-a52b-c1cf7c4fb75a","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"11701a82-1b64-4bca-8dc4-5606317c7da2","https://bedes.lbl.gov/node/11701a82-1b64-4bca-8dc4-5606317c7da2","Fluorescent","A fluorescent lamp or a fluorescent tube is a low pressure mercury-vapor gas-discharge lamp that uses fluorescence to produce visible light. An electric current in the gas excites mercury vapor which produces short-wave ultraviolet light that then causes a phosphor coating on the inside of the bulb to glow.","n/a","Lamp Type","b0b0b5fb-2906-40a2-9125-b701d38ae570","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"1f70e42b-f8ac-46f2-8bdc-01e3e89a82e5","https://bedes.lbl.gov/node/1f70e42b-f8ac-46f2-8bdc-01e3e89a82e5","Flywheel","Flywheel energy storage is a form of kinetic energy comprised of a rotating mechanical device that is used to store rotational energy.","N/A","Energy Storage Technology","fb504df8-24ad-42a0-b05a-7662a0c772d8","Commercial","2019-11-26 17:07:16"
